stageDisplayName,matchDayDisplayName,homeTeamDisplayName,awayTeamDisplayName,matchDate,matchTime,venueDisplayName,status,homeScore,awayScore,attendance,referee,extraTime,penaltyShootout
Apertura 2025 Play-In,,Pachuca,UNAM,2025-11-13,,Estadio Hidalgo,Completed,3,1,,,,
Apertura 2025 Play-In,,Juárez,Pachuca,2025-11-16,,Estadio Olímpico Benito Juárez,Completed,2,1,,,,
Apertura 2025 Quarterfinals,,Juárez,Toluca,2025-11-20,,Estadio Olímpico Benito Juárez,Completed,1,2,,,,
Apertura 2025 Quarterfinals,,Toluca,Juárez,2025-11-23,,Estadio Nemesio Díez,Completed,0,0,,,,
Apertura 2025 Quarterfinals,,Tijuana,UANL,2025-11-20,,Estadio Caliente,Completed,3,0,,,,
Apertura 2025 Quarterfinals,,UANL,Tijuana,2025-11-23,,Estadio Universitario,Completed,5,0,,,,
Apertura 2025 Quarterfinals,,Guadalajara,Cruz Azul,2025-11-21,,Estadio Akron,Completed,0,0,,,,
Apertura 2025 Quarterfinals,,Cruz Azul,Guadalajara,2025-11-22,,Estadio Cuauhtémoc,Completed,3,2,,,,
Apertura 2025 Quarterfinals,,Monterrey,América,2025-11-21,,Estadio BBVA,Completed,2,0,,,,
Apertura 2025 Quarterfinals,,América,Monterrey,2025-11-23,,Estadio Ciudad de los Deportes,Completed,2,1,,,,
Apertura 2025 Semifinals,,Monterrey,Toluca,2025-11-27,,Estadio BBVA,Completed,1,0,,,,
Apertura 2025 Semifinals,,Toluca,Monterrey,2025-12-01,,Estadio Nemesio Díez,Completed,3,2,,,,
Apertura 2025 Semifinals,,Cruz Azul,UANL,2025-11-27,,Estadio Cuauhtémoc,Completed,1,1,,,,
Apertura 2025 Semifinals,,UANL,Cruz Azul,2025-12-01,,Estadio Universitario,Completed,1,1,,,,
Apertura 2025 Final,,UANL,Toluca,2025-12-11,20:00,Estadio Universitario,Completed,1,0,,Marco Antonio Ortiz,false,false
Apertura 2025 Final,,Toluca,UANL,2025-12-14,19:00,Estadio Nemesio Díez,Completed,2,1,,César Arturo Ramos,true,true
Apertura 2025 Femenil Quarterfinals,,Juárez,UANL,2025-11-06,17:30,Estadio Olímpico Benito Juárez,Completed,0,1,,Alfredo Huerta López,,
Apertura 2025 Femenil Quarterfinals,,UANL,Juárez,2025-11-09,17:00,Estadio Universitario,Completed,0,0,,Figo Rodolfo López,,
Apertura 2025 Femenil Quarterfinals,,Cruz Azul,Pachuca,2025-11-05,18:00,Estadio Olímpico Universitario,Completed,1,2,,Cesia Deysire Campos,,
Apertura 2025 Femenil Quarterfinals,,Pachuca,Cruz Azul,2025-11-08,21:00,Estadio Hidalgo,Completed,0,5,,Erika Monserrat González,,
Apertura 2025 Femenil Quarterfinals,,Monterrey,América,2025-11-06,19:15,Estadio BBVA,Completed,1,1,,Priscila Eritzel Pérez,,
Apertura 2025 Femenil Quarterfinals,,América,Monterrey,2025-11-09,19:15,Estadio Ciudad de los Deportes,Completed,5,0,,Ximena Márquez Ruíz,,
Apertura 2025 Femenil Quarterfinals,,Guadalajara,Toluca,2025-11-06,21:00,Estadio Akron,Completed,2,2,,Francia María González,,
Apertura 2025 Femenil Quarterfinals,,Toluca,Guadalajara,2025-11-09,21:15,Estadio Nemesio Díez,Completed,0,2,,Montserrat Pérez Comellas,,
Apertura 2025 Femenil Semifinals,,Cruz Azul,UANL,2025-11-13,18:00,Estadio Olímpico Universitario,Completed,1,1,,Ximena Márquez Ruíz,,
Apertura 2025 Femenil Semifinals,,UANL,Cruz Azul,2025-11-16,17:00,Estadio Universitario,Completed,2,1,,Priscila Eritzel Pérez,,
Apertura 2025 Femenil Semifinals,,Guadalajara,América,2025-11-13,20:07,Estadio Akron,Completed,0,2,,Erika Monserrat González,,
Apertura 2025 Femenil Semifinals,,América,Guadalajara,2025-11-16,19:00,Estadio Ciudad de los Deportes,Completed,2,0,,Francia María González,,
Apertura 2025 Femenil Final,,América,UANL,2025-11-20,20:00,Estadio Ciudad de los Deportes,Completed,3,3,,Erika Monserrat González,,
Apertura 2025 Femenil Final,,UANL,América,2025-11-23,17:00,Estadio Universitario,Completed,1,0,,Francia María González,,
